zip,SAMPLE_ID,SAMPLE_ENERGY,green,mycellphone,payattn,considerproduct,veryhotdays,firstone,conscientiousrecycle,reduceenergy,realeffort,willingchanges,highenergyproblem,ccreal,scarce,solar,wind,muchasican,futurepower,phev
28457,10113076,18174,0,7.0,5.0,7.0,3.0,5.0,7.0,6.0,6.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,6.0,2.0
27511,10102806,15646,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27609,10105356,8657,0,6.0,5.0,6.0,7.0,4.0,6.0,6.0,6.0,3.0,8.0,7.0,6.0,6.0,6.0,5.0,4.0,6.0
29506,10112736,13248,0,1.0,10.0,1.0,1.0,10.0,10.0,10.0,5.0,2.0,10.0,3.0,6.0,5.0,7.0,10.0,6.0,1.0
27609,10103311,13072,0,10.0,4.0,6.0,1.0,6.0,10.0,5.0,10.0,4.0,10.0,1.0,1.0,2.0,2.0,10.0,7.0,4.0
29506,10110981,8029,0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0
27617,10104921,5040,0,5.0,5.0,5.0,1.0,1.0,10.0,10.0,10.0,8.0,5.0,5.0,3.0,5.0,5.0,7.0,7.0,1.0
34480,30300251,18171,0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,9.0,5.0,1.0
34655,30304031,6166,0,10.0,2.0,5.0,9.0,2.0,7.0,3.0,2.0,8.0,5.0,1.0,6.0,5.0,4.0,8.0,4.0,2.0
27615,10101186,19307,0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0
33767,30304676,6347,0,3.0,5.0,5.0,5.0,3.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,9.0,1.0,1.0
27606,10101436,21393,0,2.0,8.0,5.0,1.0,8.0,9.0,6.0,9.0,2.0,10.0,1.0,5.0,5.0,1.0,10.0,5.0,1.0
27615,10107201,5701,0,8.0,5.0,4.0,1.0,3.0,1.0,2.0,6.0,2.0,8.0,5.0,7.0,5.0,4.0,8.0,3.0,2.0
27617,10104386,7902,0,5.0,4.0,3.0,9.0,4.0,9.0,5.0,7.0,4.0,5.0,8.0,7.0,9.0,9.0,4.0,5.0,4.0
33772,30314541,30111,0,1.0,5.0,5.0,1.0,3.0,10.0,5.0,8.0,5.0,3.0,10.0,5.0,5.0,5.0,8.0,6.0,1.0
29078,10110531,14716,0,8.0,6.0,7.0,8.0,4.0,3.0,4.0,4.0,3.0,7.0,1.0,3.0,8.0,8.0,7.0,5.0,3.0
32720,30307511,13269,0,1.0,6.0,1.0,1.0,1.0,10.0,2.0,4.0,4.0,10.0,1.0,2.0,4.0,4.0,7.0,5.0,1.0
34491,30300481,14410,0,5.0,5.0,6.0,6.0,5.0,8.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,6.0,2.0
34734,30310286,23987,0,5.0,10.0,9.0,1.0,2.0,9.0,7.0,6.0,3.0,9.0,3.0,7.0,1.0,1.0,8.0,4.0,9.0
33707,30317966,8734,0,7.0,8.0,1.0,1.0,1.0,1.0,5.0,8.0,7.0,10.0,1.0,5.0,5.0,5.0,7.0,10.0,1.0
28711,10120606,19381,0,1.0,7.0,2.0,1.0,1.0,8.0,2.0,4.0,1.0,6.0,1.0,5.0,3.0,5.0,10.0,5.0,1.0
32701,30320821,12730,1,6.0,7.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,4.0,7.0,7.0,7.0
32320,30300206,23701,0,10.0,6.0,5.0,2.0,8.0,8.0,5.0,5.0,5.0,9.0,1.0,8.0,8.0,8.0,4.0,4.0,5.0
33760,30314556,19159,1,3.0,6.0,5.0,4.0,3.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0
34432,40400461,10740,0,1.0,8.0,5.0,1.0,10.0,5.0,1.0,8.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,10.0,10.0
32344,40401001,8423,0,5.0,5.0,5.0,1.0,1.0,5.0,10.0,10.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,1.0
32707,40420641,12888,0,10.0,5.0,10.0,10.0,4.0,7.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0
28716,10118986,12925,0,10.0,10.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,5.0,1.0,10.0,1.0,1.0
29501,10110011,14075,0,2.0,8.0,8.0,3.0,2.0,9.0,7.0,9.0,5.0,7.0,2.0,6.0,4.0,4.0,7.0,6.0,5.0
32763,30308951,5632,0,1.0,10.0,10.0,1.0,1.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,5.0,10.0,5.0,1.0
27316,10110411,13116,0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0
34689,30306051,7340,0,1.0,6.0,10.0,1.0,1.0,10.0,6.0,10.0,5.0,10.0,1.0,5.0,1.0,1.0,6.0,6.0,1.0
32701,40408246,6391,0,1.0,7.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,9.0,3.0,7.0,7.0,7.0,8.0,4.0,1.0
32835,40424501,7380,0,5.0,6.0,4.0,7.0,2.0,2.0,5.0,8.0,6.0,5.0,1.0,7.0,1.0,2.0,5.0,6.0,2.0
32792,40408751,12408,0,2.0,7.0,4.0,2.0,5.0,9.0,8.0,8.0,3.0,2.0,2.0,10.0,1.0,1.0,9.0,5.0,1.0
27614,20200871,25440,0,8.0,7.0,6.0,5.0,5.0,9.0,9.0,9.0,5.0,8.0,7.0,8.0,5.0,5.0,7.0,5.0,5.0
33782,40403811,8504,0,3.0,5.0,4.0,4.0,5.0,9.0,2.0,9.0,8.0,9.0,1.0,8.0,2.0,8.0,9.0,8.0,5.0
33714,40402821,13753,0,1.0,7.0,1.0,1.0,6.0,1.0,6.0,8.0,3.0,5.0,5.0,1.0,10.0,5.0,5.0,5.0,5.0
28546,20213446,18978,0,6.0,7.0,6.0,6.0,6.0,9.0,4.0,8.0,5.0,5.0,4.0,3.0,8.0,8.0,8.0,8.0,1.0
34747,30322621,20387,1,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0
28540,20214346,19433,0,8.0,4.0,2.0,1.0,8.0,7.0,1.0,3.0,1.0,7.0,1.0,3.0,4.0,1.0,5.0,2.0,1.0
27513,10100316,19995,0,5.0,5.0,6.0,5.0,2.0,10.0,5.0,5.0,5.0,5.0,1.0,2.0,7.0,7.0,5.0,5.0,5.0
28806,10119961,6431,0,8.0,2.0,5.0,1.0,1.0,1.0,2.0,8.0,3.0,3.0,1.0,2.0,3.0,3.0,8.0,5.0,1.0
32808,30322841,12358,0,8.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,8.0,8.0,5.0,5.0,4.0
32746,40419076,24010,0,3.0,5.0,5.0,5.0,4.0,9.0,5.0,7.0,7.0,6.0,4.0,7.0,7.0,6.0,7.0,6.0,7.0
33756,40404816,10635,0,1.0,8.0,8.0,1.0,7.0,10.0,1.0,8.0,5.0,10.0,1.0,8.0,7.0,7.0,10.0,5.0,8.0
32822,30324446,11472,0,1.0,10.0,6.0,9.0,1.0,9.0,5.0,7.0,5.0,8.0,5.0,3.0,5.0,5.0,8.0,6.0,1.0
33711,40402371,19317,0,3.0,9.0,5.0,2.0,8.0,10.0,3.0,7.0,2.0,10.0,1.0,6.0,7.0,7.0,7.0,2.0,8.0
33716,30317721,1563,0,5.0,8.0,5.0,1.0,5.0,5.0,5.0,7.0,5.0,10.0,10.0,8.0,8.0,8.0,6.0,6.0,1.0
28732,10118586,17993,1,6.0,4.0,9.0,6.0,4.0,6.0,5.0,6.0,6.0,7.0,7.0,4.0,10.0,9.0,6.0,5.0,4.0
33703,40402736,22965,0,9.0,2.0,3.0,1.0,5.0,10.0,5.0,5.0,8.0,9.0,10.0,10.0,5.0,5.0,8.0,8.0,8.0
28701,20219141,28703,0,6.0,5.0,5.0,2.0,7.0,6.0,5.0,5.0,5.0,7.0,4.0,6.0,7.0,7.0,5.0,5.0,2.0
33707,40402561,20492,0,2.0,5.0,1.0,8.0,1.0,3.0,7.0,5.0,5.0,10.0,8.0,5.0,10.0,10.0,5.0,5.0,1.0
34711,40423371,10495,0,6.0,4.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,5.0,6.0,6.0,6.0,7.0
33706,40415996,13130,0,3.0,3.0,4.0,2.0,2.0,10.0,8.0,10.0,3.0,7.0,3.0,9.0,7.0,7.0,7.0,2.0,2.0
29010,20211166,16483,0,5.0,8.0,5.0,2.0,2.0,4.0,1.0,10.0,1.0,9.0,1.0,8.0,7.0,5.0,8.0,5.0,1.0
28391,20215786,13285,0,1.0,7.0,1.0,1.0,1.0,10.0,5.0,10.0,5.0,5.0,1.0,5.0,5.0,5.0,10.0,5.0,1.0
28405,20216406,7745,0,1.0,8.0,7.0,1.0,1.0,5.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0
28786,20219481,13347,0,5.0,5.0,5.0,6.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0
32751,40407131,36858,0,1.0,5.0,10.0,10.0,5.0,7.0,3.0,9.0,6.0,10.0,3.0,10.0,1.0,1.0,5.0,5.0,5.0
29505,10109556,23620,0,7.0,4.0,8.0,10.0,2.0,8.0,3.0,8.0,2.0,10.0,3.0,3.0,4.0,5.0,4.0,6.0,1.0
28804,20220031,7982,0,3.0,9.0,8.0,1.0,8.0,10.0,4.0,10.0,4.0,8.0,2.0,7.0,3.0,3.0,8.0,8.0,1.0
32617,40400396,12897,0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,8.0,1.0,10.0,1.0,1.0,6.0,6.0,1.0
32130,40407076,19743,0,5.0,4.0,4.0,4.0,2.0,4.0,6.0,8.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0
32696,30313841,15203,0,1.0,4.0,5.0,1.0,5.0,8.0,2.0,4.0,5.0,8.0,9.0,9.0,7.0,8.0,10.0,2.0,9.0
28540,10115061,15248,0,10.0,2.0,4.0,1.0,3.0,10.0,10.0,10.0,5.0,5.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0
27607,10103046,11517,0,4.0,4.0,7.0,9.0,5.0,9.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,9.0,5.0,2.0
27526,10103751,15556,0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,2.0,3.0,8.0,8.0,8.0,5.0,1.0
27536,20200801,24373,0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,1.0,7.0,4.0,4.0,8.0,5.0,5.0
27529,20200461,20625,1,2.0,4.0,3.0,1.0,6.0,10.0,5.0,7.0,5.0,5.0,10.0,8.0,10.0,10.0,5.0,3.0,6.0
27807,20202666,14128,0,2.0,7.0,7.0,4.0,6.0,5.0,7.0,8.0,8.0,6.0,2.0,4.0,5.0,6.0,4.0,6.0,3.0
32159,30301226,4447,0,1.0,10.0,8.0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,5.0,9.0,9.0,5.0
28411,20213281,17731,0,1.0,2.0,2.0,5.0,2.0,2.0,6.0,9.0,5.0,5.0,2.0,5.0,3.0,3.0,8.0,2.0,1.0
32765,40420491,14853,0,5.0,7.0,5.0,3.0,6.0,10.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0
28546,10115701,15269,0,6.0,8.0,8.0,1.0,8.0,10.0,1.0,3.0,1.0,3.0,1.0,1.0,8.0,8.0,9.0,8.0,3.0
34446,40412861,17098,0,1.0,10.0,1.0,1.0,5.0,10.0,1.0,1.0,5.0,8.0,3.0,6.0,6.0,6.0,8.0,6.0,6.0
32730,30320166,15141,0,1.0,2.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,10.0,1.0,1.0
34453,40413486,5982,0,10.0,9.0,9.0,8.0,2.0,2.0,5.0,8.0,5.0,6.0,1.0,8.0,6.0,6.0,7.0,2.0,3.0
34430,40412806,31469,0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,6.0,5.0,5.0,4.0,6.0,3.0,3.0,4.0,4.0,3.0
34429,40400351,19704,0,3.0,10.0,2.0,1.0,5.0,10.0,7.0,10.0,4.0,5.0,2.0,7.0,10.0,3.0,8.0,8.0,4.0
32725,30320486,10029,0,1.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,2.0,9.0,5.0,5.0,9.0,9.0,5.0,5.0,2.0
32817,30306746,20626,1,5.0,5.0,5.0,1.0,5.0,10.0,10.0,10.0,8.0,5.0,5.0,1.0,1.0,1.0,6.0,6.0,5.0
33712,40404081,5247,0,6.0,6.0,5.0,2.0,3.0,9.0,5.0,5.0,3.0,6.0,2.0,7.0,6.0,2.0,4.0,4.0,5.0
32821,40423281,9952,0,3.0,8.0,7.0,1.0,3.0,7.0,4.0,6.0,6.0,6.0,1.0,6.0,5.0,4.0,9.0,5.0,7.0
33773,40414581,25445,0,5.0,7.0,7.0,2.0,6.0,9.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0
28328,20215981,14913,0,2.0,3.0,3.0,5.0,3.0,10.0,6.0,8.0,5.0,5.0,6.0,6.0,8.0,8.0,3.0,6.0,9.0
28560,20214611,22040,0,1.0,6.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,5.0,5.0,10.0,1.0,5.0
28334,20213976,25156,0,1.0,6.0,6.0,9.0,1.0,10.0,4.0,9.0,1.0,10.0,10.0,4.0,10.0,10.0,1.0,1.0,1.0
28409,20214556,21232,0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,5.0
27203,10110296,11503,0,3.0,7.0,1.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,4.0,1.0
28512,10115986,5406,0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
27330,10111796,2278,0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
27513,20203141,11447,0,10.0,1.0,5.0,1.0,9.0,9.0,1.0,2.0,1.0,9.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0
28412,10113696,25902,0,5.0,3.0,4.0,3.0,5.0,4.0,8.0,8.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0
27609,10102646,14829,0,6.0,9.0,9.0,1.0,1.0,10.0,1.0,9.0,1.0,9.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0
28777,10120176,17578,0,1.0,2.0,5.0,6.0,8.0,3.0,7.0,7.0,3.0,5.0,8.0,8.0,8.0,8.0,5.0,4.0,1.0
27616,10103866,16137,0,1.0,3.0,7.0,4.0,5.0,10.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0
27615,10101966,11422,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28411,20213761,22255,0,8.0,4.0,8.0,8.0,5.0,8.0,8.0,8.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,8.0,8.0
28409,10113456,22000,0,8.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0
32707,30306866,20476,0,10.0,2.0,8.0,1.0,8.0,8.0,5.0,4.0,2.0,3.0,1.0,1.0,10.0,10.0,9.0,7.0,2.0
32703,30306841,21733,0,1.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,1.0,10.0,8.0,1.0
27520,20204776,8654,0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,3.0,8.0,2.0,5.0,5.0,5.0,8.0,5.0,5.0
32707,40421821,10649,0,6.0,9.0,1.0,1.0,1.0,6.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,7.0
32327,40413981,11612,0,1.0,2.0,9.0,1.0,1.0,3.0,8.0,10.0,7.0,9.0,2.0,3.0,8.0,3.0,5.0,4.0,1.0
28398,20218101,21459,0,1.0,8.0,1.0,2.0,8.0,7.0,8.0,7.0,7.0,8.0,5.0,9.0,1.0,3.0,7.0,1.0,1.0
28532,10113176,19193,0,1.0,1.0,3.0,3.0,7.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0
28804,10118581,17954,0,7.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,5.0
32725,30319026,21077,0,1.0,5.0,6.0,1.0,1.0,6.0,4.0,5.0,1.0,5.0,1.0,1.0,10.0,10.0,8.0,1.0,5.0
33852,40411116,11857,0,10.0,1.0,8.0,8.0,1.0,4.0,7.0,8.0,8.0,8.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0
33837,40424886,5354,0,5.0,6.0,5.0,6.0,3.0,7.0,6.0,7.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,2.0
27521,20216151,16313,0,2.0,7.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,7.0,4.0,2.0
27612,20207781,7916,1,7.0,4.0,4.0,4.0,6.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0
27530,20215171,13028,0,4.0,5.0,5.0,4.0,4.0,9.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
27850,20205141,4042,0,5.0,5.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,10.0,1.0,10.0,5.0,5.0,5.0,1.0,1.0
28341,20218866,16738,1,10.0,1.0,7.0,8.0,5.0,2.0,5.0,9.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0
28582,20217066,11512,0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0
34432,30312971,21837,0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
27534,10113846,18076,0,3.0,3.0,8.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
27511,10100481,21527,0,2.0,5.0,2.0,2.0,2.0,8.0,8.0,7.0,3.0,8.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0
27546,10113221,19439,0,2.0,7.0,9.0,1.0,1.0,7.0,7.0,9.0,7.0,10.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0
27526,10103421,13763,0,6.0,10.0,8.0,1.0,2.0,8.0,7.0,5.0,5.0,8.0,1.0,5.0,2.0,1.0,10.0,1.0,3.0
28382,10117596,9721,0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,5.0
32713,40407686,10180,0,3.0,8.0,1.0,5.0,1.0,10.0,7.0,9.0,4.0,9.0,1.0,1.0,2.0,1.0,9.0,3.0,1.0
27529,20202536,13594,0,3.0,3.0,6.0,7.0,3.0,3.0,3.0,3.0,1.0,10.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0
27355,20210626,15760,0,2.0,4.0,9.0,1.0,6.0,9.0,4.0,7.0,7.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,9.0
27529,20202801,15020,0,10.0,8.0,8.0,9.0,6.0,1.0,2.0,8.0,1.0,8.0,2.0,7.0,5.0,3.0,7.0,3.0,4.0
28529,20215276,14082,0,10.0,5.0,10.0,1.0,5.0,5.0,8.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,1.0
32180,40408606,18354,0,1.0,8.0,1.0,8.0,1.0,10.0,5.0,10.0,5.0,5.0,10.0,8.0,8.0,5.0,8.0,5.0,2.0
32746,40419726,16686,0,2.0,4.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,6.0,3.0,6.0,5.0
27529,10107771,18928,0,1.0,10.0,1.0,2.0,1.0,9.0,9.0,9.0,8.0,8.0,9.0,6.0,3.0,3.0,9.0,9.0,1.0
27526,20201271,19205,0,3.0,5.0,2.0,5.0,2.0,9.0,9.0,5.0,5.0,2.0,1.0,1.0,10.0,10.0,5.0,5.0,10.0
27298,20210741,10345,0,1.0,10.0,7.0,1.0,3.0,5.0,5.0,5.0,5.0,10.0,5.0,6.0,6.0,6.0,6.0,2.0,1.0
27344,10103106,11868,0,8.0,5.0,7.0,2.0,5.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,6.0,6.0,2.0
27539,10100551,22139,0,6.0,6.0,7.0,10.0,6.0,10.0,9.0,8.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,3.0,1.0
34465,30313101,12319,0,5.0,2.0,2.0,2.0,3.0,8.0,5.0,5.0,2.0,4.0,1.0,4.0,7.0,7.0,5.0,4.0,1.0
27530,10117471,6722,0,7.0,4.0,6.0,1.0,4.0,8.0,6.0,6.0,3.0,4.0,1.0,1.0,9.0,9.0,7.0,7.0,3.0
33549,40402461,28501,0,4.0,2.0,2.0,2.0,8.0,9.0,7.0,8.0,3.0,10.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0
28376,20209281,22459,0,8.0,7.0,7.0,4.0,3.0,4.0,3.0,7.0,5.0,5.0,2.0,7.0,6.0,6.0,8.0,2.0,1.0
27565,20207431,4765,0,5.0,8.0,4.0,4.0,5.0,9.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,5.0,6.0,1.0
27608,10100501,21600,0,5.0,1.0,3.0,1.0,8.0,1.0,5.0,5.0,1.0,10.0,5.0,8.0,7.0,7.0,1.0,5.0,1.0
27526,10104211,6735,0,1.0,10.0,5.0,10.0,1.0,5.0,5.0,5.0,5.0,10.0,1.0,10.0,10.0,10.0,5.0,5.0,1.0
34452,30300336,21185,0,1.0,3.0,6.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,1.0
34601,40413976,10174,0,3.0,8.0,6.0,7.0,5.0,5.0,8.0,6.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,4.0,7.0
32778,40421996,3296,0,10.0,2.0,6.0,9.0,1.0,8.0,6.0,8.0,7.0,7.0,2.0,3.0,10.0,10.0,9.0,5.0,2.0
34747,30323141,14882,0,7.0,7.0,4.0,1.0,2.0,7.0,5.0,10.0,5.0,7.0,3.0,5.0,5.0,3.0,6.0,4.0,2.0
27502,20202276,12249,0,2.0,5.0,3.0,1.0,3.0,8.0,8.0,7.0,7.0,9.0,2.0,2.0,10.0,10.0,2.0,5.0,1.0
27573,20203541,13380,0,9.0,9.0,4.0,1.0,3.0,1.0,8.0,8.0,3.0,5.0,6.0,8.0,10.0,8.0,8.0,5.0,5.0
27529,20200251,18884,0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,3.0
27536,20204211,3516,0,5.0,9.0,6.0,1.0,6.0,8.0,5.0,8.0,6.0,10.0,1.0,9.0,2.0,6.0,10.0,4.0,1.0
27804,20202691,14238,0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,10.0,1.0,10.0,5.0,5.0,10.0,5.0,1.0
27804,20205211,5019,0,6.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,5.0,5.0,5.0,5.0,5.0,4.0
27312,20204511,6541,1,2.0,8.0,7.0,1.0,4.0,9.0,9.0,9.0,8.0,4.0,8.0,3.0,4.0,4.0,8.0,8.0,1.0
27330,10112101,7758,0,4.0,2.0,7.0,3.0,2.0,7.0,2.0,5.0,5.0,7.0,5.0,8.0,6.0,6.0,7.0,5.0,3.0
27521,10105591,10051,0,1.0,4.0,4.0,8.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,9.0,3.0,4.0
27536,10107226,3960,0,2.0,9.0,5.0,6.0,3.0,9.0,9.0,9.0,4.0,7.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0
28412,10114961,14589,0,1.0,10.0,8.0,10.0,2.0,3.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,6.0,4.0,4.0,1.0
27501,20216541,9348,0,5.0,2.0,4.0,3.0,3.0,7.0,8.0,8.0,7.0,10.0,8.0,9.0,8.0,8.0,9.0,5.0,2.0
27511,20206521,12882,0,2.0,3.0,8.0,3.0,2.0,9.0,2.0,8.0,6.0,8.0,9.0,8.0,8.0,4.0,3.0,5.0,2.0
27603,20207396,4343,0,2.0,6.0,6.0,3.0,3.0,3.0,10.0,10.0,5.0,6.0,5.0,5.0,5.0,5.0,9.0,6.0,3.0
27530,20213896,23979,0,1.0,10.0,10.0,1.0,3.0,10.0,7.0,10.0,5.0,8.0,2.0,5.0,5.0,5.0,9.0,5.0,5.0
32837,30322666,20101,0,8.0,8.0,10.0,8.0,8.0,1.0,1.0,2.0,1.0,10.0,1.0,8.0,6.0,1.0,8.0,2.0,8.0
28777,20219571,15361,0,3.0,5.0,7.0,1.0,2.0,9.0,3.0,7.0,3.0,7.0,2.0,8.0,4.0,2.0,7.0,6.0,3.0
27526,20203961,14138,0,5.0,5.0,5.0,1.0,3.0,10.0,7.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0
28540,20213806,23080,0,10.0,7.0,4.0,1.0,6.0,1.0,1.0,8.0,1.0,3.0,1.0,5.0,10.0,10.0,6.0,2.0,5.0
33853,40410401,22258,0,6.0,9.0,5.0,1.0,6.0,10.0,1.0,5.0,1.0,10.0,1.0,10.0,1.0,1.0,9.0,1.0,1.0
33837,40409671,19022,0,5.0,10.0,5.0,5.0,2.0,4.0,5.0,5.0,6.0,10.0,1.0,5.0,3.0,1.0,8.0,3.0,1.0
33837,30312466,7120,0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,7.0,1.0,4.0,6.0,10.0,10.0,10.0,1.0
32713,40420756,13807,0,2.0,8.0,5.0,3.0,3.0,8.0,5.0,8.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,8.0
32746,40407026,16856,0,7.0,4.0,5.0,2.0,8.0,1.0,6.0,1.0,8.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,9.0
32713,40409356,12411,0,10.0,6.0,6.0,1.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,10.0,2.0,8.0,5.0,4.0,1.0
28306,20214031,25840,0,5.0,7.0,8.0,7.0,4.0,5.0,9.0,9.0,6.0,7.0,3.0,8.0,5.0,5.0,4.0,9.0,1.0
28557,10115411,12736,0,3.0,6.0,6.0,7.0,1.0,7.0,4.0,7.0,6.0,5.0,3.0,8.0,8.0,8.0,7.0,4.0,1.0
